type	entity
ORGANIZATION	Philosophy Physics Social Sciences Sports
LOCATION	US
LOCATION	US
LOCATION	US
LOCATION	US
LOCATION	US
LOCATION	Americas
LOCATION	Great Britain
LOCATION	Germany
PERSON	James
PERSON	McCarthy
ORGANIZATION	Anglo American Literature gt Anglo American Literature general Literary Studies
ORGANIZATION	Augsburg University Germany More
PERSON	Timo
ORGANIZATION	House Rules Libraries Trade Authors Societies Newsroom
ORGANIZATION	Publishing House Career Walter de Gruyter Foundation De Gruyter China Imprint e Products amp Services eProducts Abstracting amp Indexing Marketing amp Sales Materials Advertising Rates Rights amp Permissions Imprints
ORGANIZATION	De Gruyter Akademie Forschung De Gruyter Mouton De Gruyter Oldenbourg De Gruyter Saur De G Press Publisher Partner Help amp Contact Information Service
PERSON	Walter de Gruyter
